name,screen diagonal,screen resolution,cpu,ram,storage type,storage size,price,link,gpu
Acer Aspire A317-52-37NL NX.HZWER.00K черный,17.3 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,SSD,256 ГБ,234900,https://kaspi.kz/shop/p/acer-aspire-a317-52-37nl-nx-hzwer-00k-chernyi-101220401/?c=750000000,Intel UHD Graphics
Dell Vostro 3501 210-AXEO-A серый,15.6 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,HDD,1000 ГБ,280890,https://kaspi.kz/shop/p/dell-vostro-3501-210-axeo-a-seryi-101099749/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad 3 I585SUW 81WD00YLRK серый,14 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,512 ГБ,319990,https://kaspi.kz/shop/p/lenovo-ideapad-3-i585suw-81wd00ylrk-seryi-101459526/?c=750000000,Intel UHD Graphics G1
HP 15s-eq1098ur 25T08EA серый,15.6 дюйм,1920x1080,AMD Ryzen 5 4500U,8 ГБ,SSD,512 ГБ,299990,https://kaspi.kz/shop/p/hp-15s-eq1098ur-25t08ea-seryi-101577292/?c=750000000,AMD Radeon Graphics
Lenovo ideapad S340-15IIL 81VW007MRK черный,15.6 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,128 ГБ,299901,https://kaspi.kz/shop/p/lenovo-ideapad-s340-15iil-81vw007mrk-chernyi-100987456/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad 3 81WE012LRK серый,15.6 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,219890,https://kaspi.kz/shop/p/lenovo-ideapad-3-81we012lrk-seryi-101495493/?c=750000000,Intel UHD Graphics
Asus X515EA-BQ091T I342SUW 90NB0TY3-M01220 синий,15.6 дюйм,1920x1080,Intel Core i3 1115G4,4 ГБ,SSD,256 ГБ,259990,https://kaspi.kz/shop/p/asus-x515ea-bq091t-i342suw-90nb0ty3-m01220-sinii-101459366/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad 3 81WD00YMRK серый,14 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,SSD,254 ГБ,239990,https://kaspi.kz/shop/p/lenovo-ideapad-3-81wd00ymrk-seryi-101459487/?c=750000000,Intel UHD Graphics G1
Lenovo IdeaPad 5 I7165SUW 81YH00QARK серый,14 дюйм,1920x1080,Intel Core i7 1065G7,16 ГБ,SSD,512 ГБ,419990,https://kaspi.kz/shop/p/lenovo-ideapad-5-i7165suw-81yh00qark-seryi-101459549/?c=750000000,Intel Iris Graphics
Asus E410MA-BV036T серый,14 дюйм,1366x768,Intel Celeron N4020,4 ГБ,SSD,128 ГБ,183000,https://kaspi.kz/shop/p/asus-e410ma-bv036t-seryi-101143615/?c=750000000,Intel UHD Graphics 600
Neo 15U WH15U-I5 серый,15.6 дюйм,1920x1080,Intel Core i5 5257U,8 ГБ,SSD,256 ГБ,227700,https://kaspi.kz/shop/p/neo-15u-wh15u-i5-seryi-101366851/?c=750000000,Intel Iris 6100
Acer Swift 1 SF114-33 P42SUW NX.A3FER.002 синий,14 дюйм,1920x1080,Intel Pentium Silver N5030,4 ГБ,SSD,256 ГБ,219990,https://kaspi.kz/shop/p/acer-swift-1-sf114-33-p42suw-nx-a3fer-002-sinii-100798688/?c=750000000,Intel UHD Graphics 605
Acer Aspire 3 A315-34 NX.HE3ER.011 черный,15.6 дюйм,1366x768,Intel Celeron N4020,4 ГБ,HDD,1000 ГБ,169816,https://kaspi.kz/shop/p/acer-aspire-3-a315-34-nx-he3er-011-chernyi-100535233/?c=750000000,Intel UHD Graphics
Acer Swift 1 SF114-32 NX.GXUER.00E серый,14 дюйм,1920x1080,Intel Celeron N4020,4 ГБ,SSD,128 ГБ,189990,https://kaspi.kz/shop/p/acer-swift-1-sf114-32-nx-gxuer-00e-seryi-100909244/?c=750000000,Intel UHD Graphics 630
Asus X509JA-EJ062T серый,15.6 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,HDD,1024 ГБ,208790,https://kaspi.kz/shop/p/asus-x509ja-ej062t-seryi-101099704/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad 3 15ADA05 81W100XJRK серый,15.6 дюйм,1366x768,AMD Athlon Silver 3050U,8 ГБ,HDD,1000 ГБ,199405,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w100xjrk-seryi-100679319/?c=750000000,AMD Radeon Graphics
HP 255 G7 3300u черный,15.6 дюйм,1366x768,AMD Ryzen 3 3300u,8 ГБ,SSD,128 ГБ,249708,https://kaspi.kz/shop/p/hp-255-g7-3300u-chernyi-100733337/?c=750000000,AMD Radeon RX Vega 6
Xiaomi RedmiBook 14 II Ryzen Edition JYU4260CN серебристый,14 дюйм,1920x1080,AMD Ryzen 5 4500U,16 ГБ,SSD,512 ГБ,454250,https://kaspi.kz/shop/p/xiaomi-redmibook-14-ii-ryzen-edition-jyu4260cn-serebristyi-100513686/?c=750000000,AMD Radeon Graphics
Apple MacBook Air 13 2020 MGNA3RU/A серебристый,13.3 дюйм,2560x1600,Apple M1,8 ГБ,SSD,512 ГБ,664900,https://kaspi.kz/shop/p/apple-macbook-air-13-2020-mgna3ru-a-serebristyi-101158031/?c=750000000,Apple M1
HP 15-db1021ur 6RK32EA черный,15.6 дюйм,1920x1080,AMD Ryzen 3 3200U,8 ГБ,SSD,256 ГБ,259990,https://kaspi.kz/shop/p/hp-15-db1021ur-6rk32ea-chernyi-100889043/?c=750000000,AMD Radeon RX Vega 3
Acer Extensa EX215-22-R5HL NX.EG9ER.01D черный,15.6 дюйм,1920x1080,AMD Ryzen 3 3500U,4 ГБ,HDD,1000 ГБ,274449,https://kaspi.kz/shop/p/acer-extensa-ex215-22-r5hl-nx-eg9er-01d-chernyi-101002755/?c=750000000,AMD Radeon Graphics
Lenovo TP T590 20N5000ART черный,15.6 дюйм,1920x1080,Intel Core i5 8265U,8 ГБ,SSD,256 ГБ,516727,https://kaspi.kz/shop/p/lenovo-tp-t590-20n5000art-chernyi-100051478/?c=750000000,Intel HD Graphics 620
HP 15s-eq0024ur 9QZ51EA черный,15.6 дюйм,1920x1080,AMD Ryzen 5 3500U,4 ГБ,SSD,256 ГБ,234560,https://kaspi.kz/shop/p/hp-15s-eq0024ur-9qz51ea-chernyi-100281369/?c=750000000,AMD Radeon RX Vega 8
Lenovo IdeaPad 3 15IGL05 81WQ005CRK серый,15.6 дюйм,1920x1080,Intel Celeron N4120,4 ГБ,HDD,1000 ГБ,192640,https://kaspi.kz/shop/p/lenovo-ideapad-3-15igl05-81wq005crk-seryi-101303251/?c=750000000,Intel UHD Graphics 600
Qmax VISIONBOOK LP153A серый,15.6 дюйм,1920x1080,Intel Celeron N4000,4 ГБ,SSD,256 ГБ,139990,https://kaspi.kz/shop/p/qmax-visionbook-lp153a-seryi-101366939/?c=750000000,Intel UHD Graphics 600
Xiaomi RedmiBook 16 JYU4279CN серый,16.1 дюйм,1920x1080,AMD Ryzen 7 4700U,16 ГБ,SSD,512 ГБ,499990,https://kaspi.kz/shop/p/xiaomi-redmibook-16-jyu4279cn-seryi-100513658/?c=750000000,AMD Radeon RX Vega 7
Lenovo IdeaPad L340-15API 81LW00JSRK серебристый,15.6 дюйм,1366x768,AMD Ryzen 5 3500U,8 ГБ,HDD,1000 ГБ,339610,https://kaspi.kz/shop/p/lenovo-ideapad-l340-15api-81lw00jsrk-serebristyi-100866388/?c=750000000,AMD Radeon RX Vega 8
Lenovo IdeaPad 3 15IML05 81WB003ERK серый,15.6 дюйм,1366x768,Intel Celeron 5205U,4 ГБ,HDD,1000 ГБ,189985,https://kaspi.kz/shop/p/lenovo-ideapad-3-15iml05-81wb003erk-seryi-101128863/?c=750000000,Intel UHD Graphics 610
Xiaomi RedmiBook 14 Ryzen Edition JYU4212CN серебристый,14 дюйм,1920x1080,AMD Ryzen 7 3700U,8 ГБ,SSD,512 ГБ,479990,https://kaspi.kz/shop/p/xiaomi-redmibook-14-ryzen-edition-jyu4212cn-serebristyi-100579530/?c=750000000,AMD Radeon RX Vega 10
HP Spectre x360 14-ea0004ur 316F2EA синий,13.5 дюйм,1920x1280,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,649852,https://kaspi.kz/shop/p/hp-spectre-x360-14-ea0004ur-316f2ea-sinii-101457411/?c=750000000,Intel Iris Xe Graphics
Lenovo Yoga 7 14ITL5 82BH007TRU серый,14 дюйм,1920x1080,Intel Core i7 1165G7,16 ГБ,SSD,1000 ГБ,559900,https://kaspi.kz/shop/p/lenovo-yoga-7-14itl5-82bh007tru-seryi-101677900/?c=750000000,Intel Iris Xe Graphics
Acer SF314-42 NX.HSEER.007 серебристый,14 дюйм,1920x1080,AMD Ryzen 7 4300U,8 ГБ,SSD,512 ГБ,359990,https://kaspi.kz/shop/p/acer-sf314-42-nx-hseer-007-serebristyi-100784253/?c=750000000,AMD Radeon
Lenovo V15-ADA 82C7008TRU серый,15.6 дюйм,1366x768,AMD Athlon Silver 3050U,4 ГБ,SSD,256 ГБ,157990,https://kaspi.kz/shop/p/lenovo-v15-ada-82c7008tru-seryi-101496915/?c=750000000,AMD Radeon Graphics
Lenovo IdeaPad 3 81W100V3RK серый,15.6 дюйм,1920x1080,AMD Athlon Silver 3050U,4 ГБ,SSD,256 ГБ,189990,https://kaspi.kz/shop/p/lenovo-ideapad-3-81w100v3rk-seryi-101511545/?c=750000000,AMD Radeon Graphics
Asus X415JA-EK362 серый,14 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,HDD,1000 ГБ,179990,https://kaspi.kz/shop/p/asus-x415ja-ek362-seryi-101528699/?c=750000000,Intel UHD Graphics
Lenovo Ideapad L340-15API 81LW0056RK серый,15.6 дюйм,1920x1080,AMD Ryzen 5 3500U,4 ГБ,SSD,128 ГБ,244700,https://kaspi.kz/shop/p/lenovo-ideapad-l340-15api-81lw0056rk-seryi-101171206/?c=750000000,AMD Radeon RX Vega 3
Lenovo IdeaPad 3 14IIL05 81WD00G1RK синий,14 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,SSD,1000 ГБ,273990,https://kaspi.kz/shop/p/lenovo-ideapad-3-14iil05-81wd00g1rk-sinii-101272375/?c=750000000,Intel UHD Graphics
HP ProBook 440 G8 27H88EA серебристый,14 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,256 ГБ,373990,https://kaspi.kz/shop/p/hp-probook-440-g8-27h88ea-serebristyi-101351228/?c=750000000,Intel UHD Graphics
HP 15-dw2017ur 104B9EA серый,15.6 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,HDD,1000 ГБ,216990,https://kaspi.kz/shop/p/hp-15-dw2017ur-104b9ea-seryi-100684304/?c=750000000,Intel UHD Graphics
Apple MacBook Pro 13 2020 MXK62 серебристый,13.3 дюйм,2560x1600,Intel Core i5 8257U,8 ГБ,SSD,256 ГБ,657890,https://kaspi.kz/shop/p/apple-macbook-pro-13-2020-mxk62-serebristyi-100275483/?c=750000000,Intel Iris Plus Graphics 645
HP 250 G8 2R9H5EA черный,15.6 дюйм,1366x768,Intel Core i5 1035G1,4 ГБ,HDD,1000 ГБ,259990,https://kaspi.kz/shop/p/hp-250-g8-2r9h5ea-chernyi-101528639/?c=750000000,Intel UHD Graphics
Acer A315-56 NX.HS5ER.00R черный,15.6 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,HDD,1000 ГБ,233900,https://kaspi.kz/shop/p/acer-a315-56-nx-hs5er-00r-chernyi-100784831/?c=750000000,Intel UHD Graphics
Lenovo ThinkBook 14-IIL 20SL003NRU серый,14 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,257990,https://kaspi.kz/shop/p/lenovo-thinkbook-14-iil-20sl003nru-seryi-100889010/?c=750000000,Intel UHD Graphics
Acer Aspire 3 A315-56 NX.HS5ER.003 черный,15.6 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,512 ГБ,319990,https://kaspi.kz/shop/p/acer-aspire-3-a315-56-nx-hs5er-003-chernyi-101525279/?c=750000000,Intel UHD Graphics 620
HP ProBook 650 G5 серебристый,15.6 дюйм,1920x1080,Intel Core i5 8265U,8 ГБ,SSD,256 ГБ,459990,https://kaspi.kz/shop/p/hp-probook-650-g5-serebristyi-100553991/?c=750000000,Intel UHD Graphics 620
HP Europe 640 G8 250K9EA серебристый,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,428990,https://kaspi.kz/shop/p/hp-europe-640-g8-250k9ea-serebristyi-101553764/?c=750000000,Intel Iris Xe Graphics
Acer Aspire 3 A315-23G NX.HVRER.00E черный,15.6 дюйм,1366x768,AMD Ryzen 3 3250U,4 ГБ,SSD,512 ГБ,229990,https://kaspi.kz/shop/p/acer-aspire-3-a315-23g-nx-hvrer-00e-chernyi-100797156/?c=750000000,AMD Radeon Graphics
Lenovo Ideapad 5 14IIL05 81YH00JVRK серый,14 дюйм,1920x1080,Intel Core i7 1065G7,8 ГБ,SSD,512 ГБ,397490,https://kaspi.kz/shop/p/lenovo-ideapad-5-14iil05-81yh00jvrk-seryi-101093471/?c=750000000,Intel Iris Plus Graphics
HP Spectre x360 13-aw0026ur синий,13.3 дюйм,1920x1080,Intel Core i5 1035G4,8 ГБ,SSD,1000 ГБ,627206,https://kaspi.kz/shop/p/hp-spectre-x360-13-aw0026ur-sinii-101143928/?c=750000000,Intel Iris Plus Graphics
Dell Vostro 3591 210-AUZZ-A черный,15.6 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,HDD,1000 ГБ,219990,https://kaspi.kz/shop/p/dell-vostro-3591-210-auzz-a-chernyi-100678832/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad S145-15AST 81UT300E0RK черный,15.6 дюйм,1366x768,AMD A6 9225,4 ГБ,HDD,1024 ГБ,173000,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15ast-81ut300e0rk-chernyi-100847303/?c=750000000,AMD Radeon R4
Lenovo Ideapad 3 15ITL6 82H800LCRK серый,15.6 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,512 ГБ,269900,https://kaspi.kz/shop/p/lenovo-ideapad-3-15itl6-82h800lcrk-seryi-101632050/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad Flex 5 14IIL05 81X100L5RU серый,14 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,SSD,256 ГБ,299990,https://kaspi.kz/shop/p/lenovo-ideapad-flex-5-14iil05-81x100l5ru-seryi-100849621/?c=750000000,Intel UHD Graphics
Asus K513EA-BQ294T 90NB0SG2-M03480 серебристый,15.6 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,256 ГБ,239990,https://kaspi.kz/shop/p/asus-k513ea-bq294t-90nb0sg2-m03480-serebristyi-100784960/?c=750000000,Intel UHD Graphics
Acer Swift 3 SF314-41-R32D NX.HFEER.008 синий,14 дюйм,1920x1080,AMD Ryzen 5 3500U,8 ГБ,SSD,512 ГБ,348990,https://kaspi.kz/shop/p/acer-swift-3-sf314-41-r32d-nx-hfeer-008-sinii-100743382/?c=750000000,AMD Radeon RX Vega 8
Dell Vostro 3500 210-AXUD-1_UBU черный,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,269990,https://kaspi.kz/shop/p/dell-vostro-3500-210-axud-1-ubu-chernyi-101354365/?c=750000000,Intel Iris Xe Graphics
Lenovo V15-ADA 82C7009ERU серый,15.6 дюйм,1920x1080,AMD Athlon 3020e,4 ГБ,SSD,128 ГБ,149990,https://kaspi.kz/shop/p/lenovo-v15-ada-82c7009eru-seryi-101434253/?c=750000000,AMD Radeon Graphics
Dell Inspiron Gaming 3500 210-AVOI-A9 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,HDD+SSD,1256 ГБ,389990,https://kaspi.kz/shop/p/dell-inspiron-gaming-3500-210-avoi-a9-chernyi-101464236/?c=750000000,NVIDIA GeForce GTX 1650
Asus S533EA-BN273 90NB0SF3-M05080 черный,15.6 дюйм,1920x1080,Intel Core i5 1135G7,16 ГБ,SSD,512 ГБ,349990,https://kaspi.kz/shop/p/asus-s533ea-bn273-90nb0sf3-m05080-chernyi-101703072/?c=750000000,Intel Iris Xe Graphics
Asus X515JA-BR057 90NB0SR1-M09840 серый,15.6 дюйм,1366x768,Intel Core i5 1035G1,8 ГБ,SSD,512 ГБ,279990,https://kaspi.kz/shop/p/asus-x515ja-br057-90nb0sr1-m09840-seryi-101703234/?c=750000000,Intel UHD Graphics 620
Lenovo IdeaPad L340-15API 81LW008TRK черный,15.6 дюйм,1366x768,AMD Ryzen 7 3700U ,8 ГБ,HDD,1000 ГБ,229990,https://kaspi.kz/shop/p/lenovo-ideapad-l340-15api-81lw008trk-chernyi-1307558/?c=750000000,AMD Radeon RX Vega 10
Asus ROG Strix G15 G513IH 90NR07P2-M00160 серый,15.6 дюйм,1920x1080,AMD Ryzen 7 4800H,8 ГБ,SSD,512 ГБ,419990,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513ih-90nr07p2-m00160-seryi-101686597/?c=750000000,NVIDIA GeForce GTX 1650
HP Europe 450 G8 2E9G0EA серебристый,15.6 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,256 ГБ,355900,https://kaspi.kz/shop/p/hp-europe-450-g8-2e9g0ea-serebristyi-101099073/?c=750000000,Intel UHD Graphics
Acer Aspire 3 A317-52 NX.HZWER.003 черный,17.6 дюйм,1600x900,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,265990,https://kaspi.kz/shop/p/acer-aspire-3-a317-52-nx-hzwer-003-chernyi-101388789/?c=750000000,Intel UHD Graphics
Acer SF314-41 NX.HFDER.009 серебристый,14 дюйм,1920x1080,AMD Ryzen 3 3200U,8 ГБ,SSD,256 ГБ,279990,https://kaspi.kz/shop/p/acer-sf314-41-nx-hfder-009-serebristyi-100773726/?c=750000000,AMD Radeon RX Vega 3
Lenovo IdeaPad 3 14ADA05 81W000ESRK синий,14 дюйм,1366x768,AMD Athlon Silver 3050U,4 ГБ,HDD,1000 ГБ,180990,https://kaspi.kz/shop/p/lenovo-ideapad-3-14ada05-81w000esrk-sinii-101271934/?c=750000000,AMD Radeon Graphics
Lenovo IdeaPad 3 15ADA05 81W1003XRK синий,15.6 дюйм,1366x768,AMD Ryzen 3 3250U,4 ГБ,SSD,256 ГБ,216100,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w1003xrk-sinii-101526368/?c=750000000,AMD Radeon Graphics
Asus X413JA-EB480T 90NB0RCA-M06580 черный,14 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,259990,https://kaspi.kz/shop/p/asus-x413ja-eb480t-90nb0rca-m06580-chernyi-101368796/?c=750000000,Intel UHD Graphics G1
Lenovo IdeaPad 3 15IIL05 81WE005VRK синий,15.6 дюйм,1366x768,Intel Core i5 1035G1,4 ГБ,HDD,1000 ГБ,269990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15iil05-81we005vrk-sinii-101526120/?c=750000000,Intel UHD Graphics
HP ProBook 650 G8 250K7EA серебристый,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,429990,https://kaspi.kz/shop/p/hp-probook-650-g8-250k7ea-serebristyi-101553797/?c=750000000,Intel Iris Xe Graphics
Asus X413JA-EK274T 90NB0RCA-M04000 синий,14 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,259990,https://kaspi.kz/shop/p/asus-x413ja-ek274t-90nb0rca-m04000-sinii-101161528/?c=750000000,Intel UHD Graphics
Lenovo Yoga C930 13IKB Glass 81EQ0016RK серый,13.9 дюйм,1920x1080,Intel Core i3 8250U,8 ГБ,SSD,256 ГБ,499990,https://kaspi.kz/shop/p/lenovo-yoga-c930-13ikb-glass-81eq0016rk-seryi-100972706/?c=750000000,Intel UHD Graphics 620
HP 15-dw1127ur 2E9R3EA черный,15.6 дюйм,1920x1080,Intel Core i3 10110U,4 ГБ,HDD,1000 ГБ,227789,https://kaspi.kz/shop/p/hp-15-dw1127ur-2e9r3ea-chernyi-101619371/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad 3 15ARE05 81W40072RU синий,15.6 дюйм,1920x1080,AMD Ryzen 3 4300U,8 ГБ,SSD,512 ГБ,299990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15are05-81w40072ru-sinii-101632173/?c=750000000,AMD Radeon Graphics
Asus X509JA-BR237T серый,15.6 дюйм,1366x768,Intel Core i3 1005G1,8 ГБ,HDD,1000 ГБ,211990,https://kaspi.kz/shop/p/asus-x509ja-br237t-seryi-100604467/?c=750000000,Intel UHD Graphics
HP Europe 250 G8 27K12EA серый,15.6 дюйм,1366x768,Intel Pentium Silver N5030,4 ГБ,SSD,256 ГБ,177990,https://kaspi.kz/shop/p/hp-europe-250-g8-27k12ea-seryi-101553726/?c=750000000,Intel UHD Graphics 605
HP 250 G8 27K21EA черный,15.6 дюйм,1366x768,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,274000,https://kaspi.kz/shop/p/hp-250-g8-27k21ea-chernyi-101688662/?c=750000000,Intel UHD Graphics
HP EliteBook 840 G6 1J5R4EA серебристый,14 дюйм,1920x1080,Intel Core i5 8265U,8 ГБ,SSD,256 ГБ,512990,https://kaspi.kz/shop/p/hp-elitebook-840-g6-1j5r4ea-serebristyi-101389160/?c=750000000,Intel UHD Graphics 620
Lenovo IdeaPad S145-15IIL 81W800SQRK черный,15.6 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,SSD,1000 ГБ,239990,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15iil-81w800sqrk-chernyi-101019804/?c=750000000,Intel UHD Graphics
Acer SF314-42 NX.HSEER.008 серебристый,14 дюйм,1920x1080,AMD Ryzen 5 4500U,8 ГБ,SSD,256 ГБ,369990,https://kaspi.kz/shop/p/acer-sf314-42-nx-hseer-008-serebristyi-100963380/?c=750000000,AMD Radeon Graphics
HP ProBook 430 G8 2X7N3EA серебристый,13.3 дюйм,1920x1080,Intel Core i3 1115G4,4 ГБ,SSD,128 ГБ,355100,https://kaspi.kz/shop/p/hp-probook-430-g8-2x7n3ea-serebristyi-101553594/?c=750000000,Intel UHD Graphics 620
Dell Vostro 3500 210-AXUD-A1 черный,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,421261,https://kaspi.kz/shop/p/dell-vostro-3500-210-axud-a1-chernyi-101072390/?c=750000000,Intel Iris Xe Graphics
HP Europe 250 G8 27K11EA черный,15.6 дюйм,1366x768,Intel Celeron N4020,4 ГБ,HDD,1000 ГБ,149990,https://kaspi.kz/shop/p/hp-europe-250-g8-27k11ea-chernyi-101553557/?c=750000000,Intel UHD Graphics
Dell Vostro 3501 210-AXEO-C1 серый,15.6 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,244990,https://kaspi.kz/shop/p/dell-vostro-3501-210-axeo-c1-seryi-101072428/?c=750000000,Intel UHD Graphics
Xiaomi Mi RedmiBook Air 13.3 JYU4315CN серый,13.3 дюйм,2560x1600,Intel Core i5 10210Y,16 ГБ,SSD,512 ГБ,519990,https://kaspi.kz/shop/p/xiaomi-mi-redmibook-air-13-3-jyu4315cn-seryi-101308613/?c=750000000,Intel UHD Graphics
Apple MacBook Air MGN73RU/A серый,13.3 дюйм,2560x1600,Apple M1,8 ГБ,SSD,512 ГБ,693900,https://kaspi.kz/shop/p/apple-macbook-air-mgn73ru-a-seryi-101342756/?c=750000000,Apple M1
HP 14s-fq0017ur 28P46EA черный,14 дюйм,1366x768,AMD Athlon Silver 3050U,4 ГБ,SSD,128 ГБ,135900,https://kaspi.kz/shop/p/hp-14s-fq0017ur-28p46ea-chernyi-101284439/?c=750000000,AMD Radeon Graphics
Acer Swift 3 SF314-57-33AB NX.HJ7ER.002 розовый,14 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,512 ГБ,425000,https://kaspi.kz/shop/p/acer-swift-3-sf314-57-33ab-nx-hj7er-002-rozovyi-100501437/?c=750000000,Intel UHD Graphics
HP Europe 15-DW2037UR 153M6EA черный,15.6 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,SSD,256 ГБ,239900,https://kaspi.kz/shop/p/hp-europe-15-dw2037ur-153m6ea-chernyi-101526285/?c=750000000,Intel UHD Graphics
HP Europe 255 G8 27K41EA серый,15.6 дюйм,1920x1080,AMD Ryzen 5 3500U,8 ГБ,SSD,255 ГБ,249990,https://kaspi.kz/shop/p/hp-europe-255-g8-27k41ea-seryi-101553643/?c=750000000,AMD Radeon Vega
Lenovo Yoga S940-14IIL 81Q80046RK серебристый,14 дюйм,1920x1080,Intel Core i7 1065G7,8 ГБ,SSD,512 ГБ,689900,https://kaspi.kz/shop/p/lenovo-yoga-s940-14iil-81q80046rk-serebristyi-100513645/?c=750000000,Intel Iris Plus Graphics
Lenovo IdeaPad Slim 1-14AST-05 81VS0072RK серый,14 дюйм,1366x768,AMD A4 9120e,4 ГБ,SSD,128 ГБ,149390,https://kaspi.kz/shop/p/lenovo-ideapad-slim-1-14ast-05-81vs0072rk-seryi-100972854/?c=750000000,AMD Radeon R3
Lenovo IdeaPad 5 14IIL05 81YH00NVRK серый,14 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,259990,https://kaspi.kz/shop/p/lenovo-ideapad-5-14iil05-81yh00nvrk-seryi-101103274/?c=750000000,Intel UHD Graphics
Lenovo Yoga Slim 7 15ITL05 82AC002PRK серый,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,369990,https://kaspi.kz/shop/p/lenovo-yoga-slim-7-15itl05-82ac002prk-seryi-101708969/?c=750000000,Intel Iris Xe Graphics
Lenovo IdeaPad 3 15ADA05 81W100TQRK синий,15.6 дюйм,1366x768,AMD Ryzen 3 3250U,4 ГБ,SSD,256 ГБ,207990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w100tqrk-sinii-101019827/?c=750000000,AMD Radeon Graphics
Apple MacBook Pro 13 2020 MWP42RU серый,13.3 дюйм,2560x1600,Intel Core i5 1038NG7,16 ГБ,SSD,512 ГБ,899890,https://kaspi.kz/shop/p/apple-macbook-pro-13-2020-mwp42ru-seryi-100275575/?c=750000000,Intel Iris Plus Graphics
HP Envy x360 13-ay0040ur 2X0J2EA черный,13.3 дюйм,1920x1080,AMD Ryzen 3 4300U,8 ГБ,SSD,512 ГБ,429900,https://kaspi.kz/shop/p/hp-envy-x360-13-ay0040ur-2x0j2ea-chernyi-101354452/?c=750000000,AMD Radeon Graphics
Acer TravelMate TMB118-M-C6JP NX.VHSER.00A черный,11 дюйм,1366x768,Intel Celeron N4120,4 ГБ,SSD,64 ГБ,159990,https://kaspi.kz/shop/p/acer-travelmate-tmb118-m-c6jp-nx-vhser-00a-chernyi-100959106/?c=750000000,Intel UHD Graphics 600
Lenovo Ideapad 3 81WE005YRK серый,15.6 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,HDD,1000 ГБ,209900,https://kaspi.kz/shop/p/lenovo-ideapad-3-81we005yrk-seryi-100798473/?c=750000000,Intel UHD Graphics
Lenovo V14-ADA 82C6005KRU серый,14 дюйм,1920x1080,AMD Athlon 3020e,8 ГБ,SSD,256 ГБ,189389,https://kaspi.kz/shop/p/lenovo-v14-ada-82c6005kru-seryi-101475944/?c=750000000,AMD Radeon RX Vega 6
